1,2000-07-17,95.32,1
7,2000-02-07,92.49,1
27,2000-06-19,97.85,1
29,2000-02-05,94.0,1
41,2000-01-24,92.33,1
46,2000-09-06,95.87,1
66,2000-07-14,91.86,1
68,2000-11-17,90.35,1
77,2000-03-18,96.52,1
83,2000-02-26,99.5,1
117,2000-08-21,98.9,1
132,2000-12-03,98.24,1
144,2000-02-23,95.38,1
152,2000-09-23,99.63,1
153,2000-10-16,97.56,1
156,2000-03-22,94.74,1
169,2000-04-20,99.84,1
184,2000-02-29,99.59,1
188,2000-08-07,94.61,1
210,2000-06-15,98.92,1
211,2000-07-30,92.9,1
330,2000-12-12,92.77,1
339,2000-12-25,97.05,1
353,2000-06-09,97.54,1
366,2000-08-06,95.67,1
370,2000-07-26,91.68,1
373,2000-10-12,92.92,1
375,2000-08-10,94.17,1
414,2000-09-20,91.92,1
428,2000-08-10,96.78,1
451,2000-04-23,96.15,1
454,2000-06-25,97.09,1
460,2000-06-27,96.78,1
461,2000-05-14,94.0,1
476,2000-08-18,99.21,1
485,2000-12-05,96.02,1
487,2000-11-26,96.24,1
491,2000-04-09,90.07,1
496,2000-10-15,96.18,1
499,2000-10-05,90.5,1
526,2000-10-06,97.89,1
543,2000-06-24,93.09,1
556,2000-09-21,97.73,1
566,2000-10-06,94.63,1
568,2000-05-26,98.55,1
574,2000-09-08,95.95,1
576,2000-08-26,96.72,1
582,2000-01-20,91.68,1
589,2000-11-01,97.69,1
590,2000-05-17,95.38,1
603,2000-06-03,99.8,1
610,2000-07-05,97.59,1
635,2000-12-24,95.71,1
666,2000-12-07,92.45,1
686,2000-06-20,98.69,1
692,2000-01-24,92.81,1
703,2000-09-06,90.66,1
717,2000-02-16,97.41,1
720,2000-09-01,95.52,1
721,2000-10-07,97.96,1
741,2000-11-30,91.34,1
754,2000-01-02,95.38,1
755,2000-10-02,90.56,1
763,2000-09-25,98.75,1
779,2000-09-02,97.92,1
783,2000-03-21,94.73,1
796,2000-04-01,95.88,1
798,2000-08-03,91.68,1
826,2000-03-16,99.45,1
829,2000-03-20,90.46,1
868,2000-09-06,98.84,1
872,2000-07-15,92.13,1
877,2000-01-04,96.62,1
892,2000-01-23,97.43,1
895,2000-09-09,99.82,1
899,2000-02-08,98.77,1
917,2000-09-08,99.38,1
933,2000-04-03,94.54,1
934,2000-12-14,94.01,1
977,2000-04-03,90.29,1
981,2000-12-27,99.18,1
982,2000-12-27,97.32,1
984,2000-02-19,97.63,1
988,2000-04-11,95.79,1
1003,2000-11-28,94.34,1
1010,2000-07-09,93.47,1
1018,2000-04-02,93.68,1
1026,2000-03-16,93.39,1
1056,2000-08-03,95.31,1
1067,2000-06-20,93.87,1
1077,2000-11-21,90.66,1
1079,2000-05-08,99.58,1
1092,2000-02-07,98.95,1
1102,2000-01-17,92.3,1
1115,2000-07-28,93.13,1
1154,2000-01-01,93.5,1
1172,2000-08-10,92.97,1
1182,2000-09-07,97.01,1
1200,2000-02-23,93.86,1
1253,2000-02-02,92.11,1
1254,2000-05-05,94.92,1
1262,2000-04-28,98.63,1
1273,2000-05-21,98.61,1
1309,2000-06-29,93.72,1
1321,2000-04-14,95.21,1
1324,2000-04-07,99.3,1
1326,2000-09-09,95.08,1
1357,2000-10-01,90.18,1
1377,2000-10-24,99.21,1
1403,2000-06-26,95.99,1
1420,2000-07-18,98.2,1
1441,2000-02-10,98.15,1
1442,2000-07-27,91.36,1
1451,2000-09-13,97.19,1
1462,2000-03-25,92.75,1
1463,2000-12-09,92.47,1
1482,2000-02-04,91.66,1
1488,2000-06-14,93.67,1
1507,2000-07-26,99.03,1
1517,2000-12-04,99.86,1
1534,2000-09-06,92.03,1
1535,2000-07-20,99.44,1
1556,2000-11-14,94.27,1
1578,2000-08-27,96.0,1
1591,2000-01-10,93.2,1
1609,2000-05-23,95.53,1
1621,2000-02-03,90.35,1
1645,2000-11-17,97.88,1
1650,2000-09-10,90.52,1
1686,2000-08-03,98.69,1
1698,2000-10-18,97.19,1
1747,2000-11-20,96.88,1
1748,2000-03-06,98.65,1
1764,2000-04-15,90.46,1
1788,2000-06-06,94.45,1
1791,2000-11-02,94.57,1
1812,2000-06-05,98.73,1
1839,2000-11-29,92.39,1
1861,2000-01-23,95.45,1
1865,2000-08-13,98.23,1
1875,2000-03-11,96.83,1
1890,2000-08-24,96.85,1
1895,2000-03-04,90.97,1
1903,2000-06-02,92.95,1
1909,2000-09-07,97.13,1
1914,2000-05-03,92.15,1
1918,2000-07-15,90.41,1
1930,2000-04-04,98.7,1
1935,2000-11-01,98.94,1
1937,2000-09-16,94.58,1
1942,2000-03-29,99.82,1
1981,2000-08-03,94.98,1
1986,2000-03-28,90.88,1
2009,2000-02-25,98.09,1
2012,2000-03-24,99.13,1
2028,2000-10-30,98.13,1
2042,2000-11-23,99.62,1
2044,2000-06-20,93.77,1
2046,2000-02-25,95.53,1
2071,2000-01-28,91.11,1
2072,2000-04-30,91.81,1
2077,2000-01-16,94.22,1
2083,2000-03-27,92.54,1
2087,2000-11-28,94.39,1
2090,2000-12-17,91.02,1
2097,2000-01-04,96.18,1
2110,2000-05-20,94.47,1
2111,2000-07-25,99.73,1
2134,2000-05-31,94.3,1
2140,2000-10-25,91.71,1
2147,2000-04-27,94.5,1
2148,2000-10-02,94.38,1
2157,2000-04-30,98.44,1
2161,2000-08-29,98.2,1
2173,2000-05-16,90.11,1
2177,2000-10-17,97.06,1
2184,2000-12-26,95.63,1
2189,2000-01-08,97.07,1
2193,2000-02-11,93.07,1
2200,2000-10-22,97.58,1
2212,2000-04-20,92.34,1
2226,2000-11-15,97.89,1
2230,2000-08-17,96.78,1
2234,2000-11-03,91.59,1
2246,2000-12-17,94.36,1
2263,2000-05-14,92.12,1
2279,2000-09-04,90.2,1
2315,2000-12-08,94.91,1
2322,2000-03-09,91.66,1
2341,2000-06-21,96.66,1
2352,2000-01-03,96.35,1
2355,2000-09-14,92.9,1
2369,2000-04-25,95.16,1
2374,2000-05-19,90.7,1
2386,2000-04-27,93.32,1
2400,2000-06-07,99.68,1
2407,2000-05-18,94.01,1
2408,2000-07-23,98.26,1
2420,2000-09-10,99.32,1
2443,2000-07-08,95.13,1
2445,2000-01-25,93.83,1
2450,2000-02-07,98.34,1
2452,2000-08-22,92.77,1
2485,2000-05-10,96.6,1
2486,2000-10-04,90.33,1
2492,2000-01-13,90.95,1
2498,2000-04-21,90.4,1
2503,2000-11-13,90.07,1
2522,2000-09-30,95.05,1
2524,2000-10-11,92.96,1
2556,2000-10-08,97.03,1
2561,2000-11-21,98.3,1
2568,2000-07-10,91.58,1
2579,2000-09-12,94.87,1
2581,2000-01-09,93.0,1
2589,2000-09-23,96.35,1
2603,2000-08-21,97.57,1
2609,2000-08-31,95.79,1
2611,2000-01-14,93.36,1
2626,2000-08-11,97.29,1
2639,2000-11-14,93.86,1
2642,2000-03-27,90.82,1
2655,2000-02-04,95.62,1
2667,2000-10-22,93.96,1
2676,2000-08-10,95.58,1
2690,2000-10-28,92.67,1
2698,2000-04-28,94.73,1
2699,2000-10-06,98.18,1
2704,2000-02-14,99.78,1
2708,2000-10-14,98.71,1
2709,2000-07-28,91.47,1
2721,2000-05-25,90.04,1
2729,2000-10-14,97.99,1
2732,2000-11-15,99.89,1
2752,2000-11-29,92.23,1
2756,2000-11-01,91.06,1
2772,2000-04-18,90.26,1
2779,2000-06-04,99.32,1
2781,2000-04-07,93.72,1
2785,2000-06-19,98.06,1
2830,2000-08-15,92.21,1
2831,2000-09-27,93.98,1
2837,2000-07-03,93.44,1
2838,2000-02-27,98.0,1
2847,2000-06-14,96.62,1
2854,2000-06-22,91.33,1
2855,2000-02-20,94.69,1
2863,2000-11-14,93.81,1
2873,2000-07-09,94.17,1
2898,2000-01-19,96.65,1
2910,2000-07-21,90.15,1
2919,2000-01-15,98.8,1
2926,2000-06-30,99.53,1
2933,2000-06-23,96.38,1
2946,2000-10-18,96.31,1
2972,2000-10-28,98.16,1
2974,2000-09-14,93.36,1
2975,2000-07-20,95.35,1
2977,2000-03-24,99.62,1
2981,2000-07-12,99.53,1
2982,2000-05-22,96.55,1
2985,2000-05-20,95.68,1
3034,2000-06-03,97.54,1
3042,2000-09-14,92.13,1
3048,2000-11-20,91.76,1
3060,2000-04-08,93.31,1
3062,2000-11-20,96.26,1
3069,2000-05-12,97.58,1
3071,2000-10-22,93.42,1
3075,2000-02-02,98.44,1
3084,2000-02-12,95.63,1
3087,2000-08-11,95.7,1
3117,2000-04-24,97.9,1
3128,2000-05-16,95.55,1
3157,2000-07-29,98.24,1
3158,2000-03-08,97.27,1
3181,2000-02-06,99.2,1
3185,2000-01-07,96.17,1
3186,2000-10-03,90.62,1
3200,2000-04-01,96.26,1
3225,2000-08-13,91.06,1
3250,2000-03-24,92.75,1
3251,2000-12-14,98.57,1
3257,2000-03-26,92.06,1
3269,2000-11-20,96.06,1
3278,2000-11-03,93.34,1
3295,2000-04-18,90.18,1
3299,2000-05-27,96.0,1
3313,2000-02-26,98.38,1
3325,2000-10-13,94.77,1
3352,2000-06-21,98.41,1
3367,2000-04-24,93.61,1
3370,2000-05-14,94.06,1
3372,2000-02-03,91.75,1
3382,2000-10-06,93.99,1
3397,2000-06-21,94.6,1
3399,2000-08-14,97.46,1
3419,2000-09-01,95.78,1
3421,2000-10-23,96.97,1
3426,2000-11-29,95.71,1
3438,2000-06-01,96.96,1
3452,2000-09-19,94.97,1
3456,2000-05-16,91.07,1
3467,2000-03-12,95.43,1
3480,2000-10-04,97.5,1
3483,2000-02-06,94.1,1
3496,2000-08-16,91.36,1
3498,2000-05-27,94.44,1
3500,2000-01-05,94.01,1
3502,2000-06-28,96.85,1
3503,2000-05-14,93.53,1
3506,2000-05-09,96.76,1
3507,2000-10-09,96.07,1
3513,2000-08-02,93.83,1
3521,2000-04-04,91.3,1
3525,2000-03-11,93.15,1
3528,2000-03-06,96.99,1
3537,2000-11-20,94.08,1
3541,2000-03-06,91.11,1
